"List of Authorised E-Waste Dismantler/Recycler
As on 27.03.2021",,,,
,,,"57.   M/s.  Kuldeep  E-Waste  Disposals,  S  No.  50,  Wadhyai
Nagar, Anbegaon, Khed, Katraj, Pune",
,,,"58.   M/s. Sigma E nterprises, Plot NO. 5 & Gut No. 54/0,
Adiwali, Tal. Panvel, Raigad",
,,,"59.   M/s. Pune Greens Electronic Waste Recycler Pvt. Ltd., SR. No. 63/1, B-4/1, Handewadi Road, Hadapsar,
Pune",
,,,"60.   M/s. Kohinoor E-Waste Recycling Pvt. Ltd., Gut No. 205/1 and 205/2, Opp., Gurudatta Washing Centre,
Dhekhu, Khalapur, Distt. Raigad",
,,,"61.   M/s. S. S. E-Waste Recyclers, Gut no. 442, Village Usar, Kondla Road, Tal. Wada, Distt. Palghar –
421312",
,,,"62.   M/s. Aman Trading Co. F/1, Annasagr Market, Behind Forooqi Hotel, Kurla Andheri Road, Jarimari, Kurla
(W) Mumbai- 400072",
,,,"63.   M/s. Poona E-Waste Solutions, 1/1009, Gat No.
2334/4, Wagholi, Pune -412207",
,,,"64.   M/s. AG Enterprises, Gat No. 815 (1), Kudalwadi,
Chikhli, Pune-411062",
,,,"65.   M/s. Eco Tantra LLP, M-365, Raviwar Peth Bohari
Lane, Tal & Distt. Pune",
,,,"66.   M/s. Erecon Recycling Pvt. Ltd., Gut No. 94,
Chitegaon, Tal. Paithan, Distt. Aurangabad",
,,,"67.   M/s. Amiable Electroning Pvt. Ltd., Plot No. D-141, Shirawane, TTC Industrial Area MIDC shiewane,
Nerul, Navi Mumbai-",
,,,"68.   M/s. Eco Layer E-Waste Recycling S. No. 11, H. No. 1/1, PT-8, S. K. Indl. Estate, Choudhary Compound,
Vasai E, Palghar",
,,,"69.   M/s. Ambar Enterprises, Awutade, Handewadi, Tal.
Havali, Distt. Pune - 4110028",
,,,"70.   M/s. J Choudhary & Company, Survey No. 67/3, Pipewal Lane, Mohammadiya Estate, Pimpri, Old
Mumbai Pune Road, Tal. Thane",
,,,"71.   M/s. Royal Scrap Traders, Gut No. 23 Plot no. 8,
Mayurnagar, Naregaon Tal & Distt; Aurangabad",
,,,"72.   M/s. E Refine Corporation, Gut No. 24, Dargah Road, Abdimandi, Daultabad Plot No. 2, Tal & Distt:
Aurangabad",
,,,"73.   M/s. Mah arashtra Enterprises, Plot No. 17, RAngara
Industrial Estate, Kiravalli (Adivali), old Thane Pune Road, Tal-Panvel, Distt-Raigad",
